"Id","Bad","Poor","Good","Ranking","Votes","Text","File"
"1148","0","0","1","1.0","1","Jalagi.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-116.mp3"
"1150","0","0","1","1.0","1","Waló:si.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-66.mp3"
"1151","0","0","2","1.0","2","U:nv̌:di.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-38.mp3"
"1152","0","0","1","1.0","1","Usdi̋ ó:si.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-47.mp3"
"1153","0","0","2","1.0","2","Dihnawo dà:tě:sga.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-177.mp3"
"1154","0","0","2","1.0","2","Ni!","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-185.mp3"
"1155","0","0","1","1.0","1","Ga̋:du u:gana̋:sda à:gíɂa.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-49.mp3"
"1156","0","0","1","1.0","1","Sihgwa ha:wiya à:gwadu:lí.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-85.mp3"
"1160","0","0","1","1.0","1","Gv:he.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-182.mp3"
"1161","0","0","2","1.0","2","Ǔ:tana yǒ:na ji:gò:wahtā.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-179.mp3"
"1163","0","0","1","1.0","1","Kilő anisgaya danidô:ga.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-113.mp3"
"1164","0","0","1","1.0","1","Sě:di dà:gíɂa na salǒ:li.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-140.mp3"
"1166","0","0","1","1.0","1","U:do:hiyű ù:di:hléhga.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-166.mp3"
"1167","0","0","1","1.0","1","Adà:dlǒ:sdi.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-104.mp3"
"1168","0","0","1","1.0","1","Gi:hli dù:niyó:siha.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-60.mp3"
"1169","0","0","2","1.0","2","U:ne̋:ga gi:hli.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-64.mp3"
"1170","0","0","2","1.0","2","Ayv.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-92.mp3"
"1171","0","0","1","1.0","1","Gǐ:ga.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-25.mp3"
"1173","0","0","2","1.0","2","Ó:si.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-46.mp3"
"1175","0","0","2","1.0","2","Áhani ù:dlanv:da.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-151.mp3"
"1176","0","0","2","1.0","2","Nv:wô:ti ù:du:lí na udanili.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-128.mp3"
"1182","0","0","1","1.0","1","I:sa.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-09.mp3"
"1183","0","0","1","1.0","1","Wǎ:ji.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-77.mp3"
"1184","0","0","1","1.0","1","Á:su:líɂa.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-15.mp3"
"1185","0","0","1","1.0","1","Awǒ:háɂli.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-125.mp3"
"1187","0","0","2","1.0","2","À:ga:sga.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-27.mp3"
"1188","0","0","1","1.0","1","Di:sésdi.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-137.mp3"
"1189","0","0","2","1.0","2","Kanu:na.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-133.mp3"
"1192","0","0","1","1.0","1","I:ya.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-75.mp3"
"1195","0","0","2","1.0","2","U:hyv:dla ama à:gwadu:lí.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-150.mp3"
"1197","0","0","2","1.0","2","Hadǐ:da!","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-56.mp3"
"1199","0","0","2","1.0","2","Sa:sa na:niwe.","/1605222137/see-say-write-cno-spk_3/see-say-write-cno-spk_3-89.mp3"
"1200","0","0","2","1.0","2","Áhani ù:dlanv:da.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-151.mp3"
"1202","0","0","2","1.0","2","Á:su:líɂa.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-15.mp3"
"1205","0","0","1","1.0","1","Di:sésdi dù:wo:hwě:lâ.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-138.mp3"
"1206","0","0","2","1.0","2","Hè:sdi!","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-184.mp3"
"1207","0","0","1","1.0","1","Jayó:li.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-73.mp3"
"1209","0","0","1","1.0","1","Wě:sa.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-87.mp3"
"1210","0","0","1","1.0","1","Yǒ:na á:ɂi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-52.mp3"
"1211","0","0","1","1.0","1","Ha:wiya.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-80.mp3"
"1213","0","0","2","1.0","2","Sihgwa.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-84.mp3"
"1214","0","0","1","1.0","1","Ji:sdu.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-78.mp3"
"1216","0","0","1","1.0","1","Waló:si.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-66.mp3"
"1218","0","0","2","1.0","2","À:ga:sga.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-27.mp3"
"1219","0","0","1","1.0","1","Sali.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-11.mp3"
"1221","0","0","1","1.0","1","O:síyo.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-51.mp3"
"1222","0","0","2","1.0","2","Na à:lâ:sgalǐ:sgi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-117.mp3"
"1223","0","0","2","1.0","2","U:ne̋:ga gi:hli.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-64.mp3"
"1224","0","0","1","1.0","1","Tawǒ:di nigaweɂa.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-180.mp3"
"1225","0","0","1","1.0","1","Lo:lo.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-06.mp3"
"1226","0","0","1","1.0","1","Kanu:na.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-133.mp3"
"1227","0","0","2","1.0","2","Sě:lu.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-141.mp3"
"1228","0","0","1","1.0","1","U:nv̌:di ù:hwasga.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-69.mp3"
"1229","0","0","1","1.0","1","Gáɂni.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-58.mp3"
"1230","0","0","2","1.0","2","O:síyo hada.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-57.mp3"
"1231","0","0","1","1.0","1","Ahyv:dagwalò:sgi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-93.mp3"
"1232","0","0","1","1.0","1","Jayó:sihas?","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-71.mp3"
"1233","0","0","1","1.0","1","Áɂni.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-59.mp3"
"1234","0","0","1","1.0","1","Ganè:ga.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-62.mp3"
"1235","0","0","1","1.0","1","Nǔ:na.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-129.mp3"
"1237","0","0","1","1.0","1","Hyehgahli aniyewsga.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-158.mp3"
"1239","0","0","1","1.0","1","Tiyǒ:háɂli gaɂnǐ:ya na ǐ:náda.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-99.mp3"
"1240","0","0","1","1.0","1","Jalí:si.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-72.mp3"
"1242","0","0","1","1.0","1","Yv:gi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-91.mp3"
"1245","0","0","1","1.0","1","Gv:he anahliha gi:hli.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-183.mp3"
"1246","0","0","2","1.0","2","Ó:si.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-46.mp3"
"1247","0","0","1","1.0","1","Wahga.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-67.mp3"
"1248","0","0","2","1.0","2","Dihnawo dà:tě:sga.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-177.mp3"
"1250","0","0","1","1.0","1","Hiɂa e:do:da.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-161.mp3"
"1252","0","0","1","1.0","1","Gǎ:da.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-24.mp3"
"1253","0","0","2","1.0","2","Ji:sdu ate:sda na gi:tli.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-176.mp3"
"1255","0","0","1","1.0","1","I:ya.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-75.mp3"
"1256","0","0","1","1.0","1","Ǔ:tana yǒ:na ji:gò:wahtā.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-179.mp3"
"1257","0","0","2","1.0","2","Digo:hwě:lò:di è:sgidisi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-174.mp3"
"1258","0","0","2","1.0","2","Sa:sa na:niwe.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-89.mp3"
"1259","0","0","1","1.0","1","Sasa uniga:sga.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-61.mp3"
"1260","0","0","2","1.0","2","Su:li.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-01.mp3"
"1261","0","0","1","1.0","1","Sdù:di.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-30.mp3"
"1263","0","0","1","1.0","1","À:giyó:si.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-53.mp3"
"1264","0","0","1","1.0","1","I:sa.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-09.mp3"
"1265","0","0","2","1.0","2","À:giyó:siha.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-54.mp3"
"1267","0","0","1","1.0","1","Ada:kéhdi ù:du:lí na agě:hya.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-97.mp3"
"1268","0","0","1","1.0","1","Sgwà:hle̋:sdi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-163.mp3"
"1271","0","0","1","1.0","1","Iná:ɂi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-14.mp3"
"1272","0","0","1","1.0","1","Ajaɂdi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-70.mp3"
"1273","0","0","2","1.0","2","Ga̋:du.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-23.mp3"
"1276","0","0","1","1.0","1","Gv̌:hnáge̋.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-167.mp3"
"1277","0","0","1","1.0","1","U:sdi̋ á:ɂi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-37.mp3"
"1279","0","0","1","1.0","1","Uwò:ye̋:ni ù:we:hisdâ:ne.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-157.mp3"
"1282","0","0","1","1.0","1","Usdi̋ ó:si.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-47.mp3"
"1283","0","0","2","1.0","2","Sa:sa á:ɂi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-10.mp3"
"1284","0","0","1","1.0","1","Yó:ne:ga.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-63.mp3"
"1285","0","0","1","1.0","1","Ga̋:du u:gana̋:sda à:gíɂa.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-49.mp3"
"1287","0","0","1","1.0","1","Sě:di dà:gíɂa na salǒ:li.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-140.mp3"
"1288","0","0","2","1.0","2","Sǔ:dáli.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-02.mp3"
"1290","0","0","1","1.0","1","Anà:ga:lǐ:sgi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-29.mp3"
"1291","0","0","1","1.0","1","Awǒ:háɂli.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-125.mp3"
"1292","0","0","1","1.0","1","E:lohi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-159.mp3"
"1293","0","0","1","1.0","1","Na gi:hli ganv́:gi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-39.mp3"
"1294","0","0","1","1.0","1","Do:ya.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-112.mp3"
"1295","0","0","2","1.0","2","Gǐ:ga.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-25.mp3"
"1296","0","0","2","1.0","2","Salǒ:li dù:du:lí na gi:hli.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-21.mp3"
"1297","0","0","1","1.0","1","Sǔ:dáli diga:sgilo dù:nadu:lí.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-32.mp3"
"1300","0","0","2","1.0","2","I:sa à:gíɂa sa:sa","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-17.mp3"
"1302","0","0","1","1.0","1","Jalagi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-116.mp3"
"1304","0","0","1","1.0","1","À:hli:ló:ɂa.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-19.mp3"
"1306","0","0","1","1.0","1","Hadǐ:da!","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-56.mp3"
"1307","0","0","2","1.0","2","Agi̋:na.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-16.mp3"
"1308","0","0","2","1.0","2","Jí:sgwa.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-83.mp3"
"1310","0","0","2","1.0","2","Kǎ:hwi widayù:hwasi dì:da:náɂnv̋:i.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-136.mp3"
"1311","0","0","2","1.0","2","Jǐ:yu.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-100.mp3"
"1313","0","0","2","1.0","2","U:nv̌:di.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-38.mp3"
"1314","0","0","1","1.0","1","Gi:hli aná:ɂi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-20.mp3"
"1316","0","0","1","1.0","1","Ǔ:gáma à:gwadu:lí.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-110.mp3"
"1318","0","0","1","1.0","1","Gv:he.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-182.mp3"
"1319","0","0","1","1.0","1","Gi:hli agiganǎ:díɂa..","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-33.mp3"
"1320","0","0","2","1.0","2","Ayv.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-92.mp3"
"1322","0","0","1","1.0","1","Dlo:ge̋:si winè:da.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-105.mp3"
"1324","0","0","2","1.0","2","Salǒ:li ù:du:lí na gi:hli.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-36.mp3"
"1328","0","0","1","1.0","1","Ga:sgilo.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-28.mp3"
"1329","0","0","1","1.0","1","Ama sgidlì:sdasi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-109.mp3"
"1330","0","0","1","1.0","1","Da:hnawa.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-123.mp3"
"1331","0","0","1","1.0","1","Idalà:sgala.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-118.mp3"
"1333","0","0","1","1.0","1","Tǔ:ya gà:yő:hli widinadági.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-106.mp3"
"1334","0","0","1","1.0","1","Si:nv̋:da.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-42.mp3"
"1337","0","0","2","1.0","2","U:ni:ji:ya dù:hyoha na asgaya.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-79.mp3"
"1338","0","0","1","1.0","1","Digadv́:di.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-144.mp3"
"1339","0","0","1","1.0","1","Gi:hli dù:niyó:siha.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-60.mp3"
"1340","0","0","1","1.0","1","U:sdi̋.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-34.mp3"
"1343","0","0","1","1.0","1","Sa:sa.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-08.mp3"
"1344","0","0","1","1.0","1","U:sdi̋ kanawô:ga.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-135.mp3"
"1346","0","0","1","1.0","1","A:yanű:li ha:hnigi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-131.mp3"
"1347","0","0","2","1.0","2","Talǔ:ja.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-178.mp3"
"1349","0","0","1","1.0","1","Ada.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-03.mp3"
"1350","0","0","1","1.0","1","Salǒ:li.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-07.mp3"
"1351","0","0","2","1.0","2","Sa:sa aná:ɂi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-13.mp3"
"1352","0","0","1","1.0","1","Kalsě:ji ù:du:lí na ayő:hli.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-139.mp3"
"1354","0","0","1","1.0","1","Sigigi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-43.mp3"
"1359","0","0","1","1.0","1","À:su:lo.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-05.mp3"
"1361","0","0","1","1.0","1","Wǎ:ji.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-77.mp3"
"1364","0","0","2","1.0","2","Sihgwa ha:wiya à:gwadu:lí.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-85.mp3"
"1365","0","0","1","1.0","1","Hisgi","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-152.mp3"
"1366","0","0","1","1.0","1","Hi:yo:lì:gis na asgaya?","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-154.mp3"
"1368","0","0","1","1.0","1","Áhani jǒ:hlê:sdi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-164.mp3"
"1369","0","0","2","1.0","2","Agayv̌:líge̋.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-94.mp3"
"1370","0","0","2","1.0","2","Nv̀:ya.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-74.mp3"
"1371","0","0","1","1.0","1","Goɂi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-171.mp3"
"1372","0","0","1","1.0","1","Ni!","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-185.mp3"
"1373","0","0","1","1.0","1","Kanu:na nigaweɂa.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-134.mp3"
"1374","0","0","1","1.0","1","Wě:sa nigawe.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-88.mp3"
"1376","0","0","1","1.0","1","Hila̋ ǐ:gó:hi̋:da a:tliɂilida?","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-173.mp3"
"1377","0","0","2","1.0","2","O:sǐ:yu iyunalsdà:hnéhdi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-102.mp3"
"1381","0","0","1","1.0","1","Adà:dlǒ:sdi.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-104.mp3"
"1382","0","0","2","1.0","2","Te:lǐ:do.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-175.mp3"
"1383","0","0","2","1.0","2","Ő:sda a:gì:sdi uyu:ti.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-103.mp3"
"1384","0","0","1","1.0","1","Ǐ:náda.","/1605222137/see-say-write-cno-spk_0/see-say-write-cno-spk_0-12.mp3"
"1385","0","0","1","1.0","1","Hisgi","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-152.mp3"
"1386","0","0","1","1.0","1","Ga̋:du u:nigana̋:sda duwá:duha.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-68.mp3"
"1387","0","0","1","1.0","1","Á:ma à:ganǎ:díɂa na wahga.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-111.mp3"
"1391","0","0","1","1.0","1","Hila̋ ǐ:gó:hi̋:da a:tliɂilida?","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-173.mp3"
"1394","0","0","2","1.0","2","Ganè:ga.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-62.mp3"
"1395","0","0","1","1.0","1","Wě:sa.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-87.mp3"
"1398","0","0","1","1.0","1","Jayó:li.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-73.mp3"
"1400","0","0","1","1.0","1","Dalǒ:níge̋ jí:sgwa gáɂnǐ:ya na wě:sa.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-96.mp3"
"1401","0","0","2","1.0","2","Ha:wiya.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-80.mp3"
"1402","0","0","1","1.0","1","Ga:sgilo.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-28.mp3"
"1403","0","0","2","1.0","2","Agi̋:na.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-16.mp3"
"1406","0","0","1","1.0","1","Sa:sa na:niwe.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-89.mp3"
"1408","0","0","2","1.0","2","Gi:hli dà:suhwísga.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-82.mp3"
"1411","0","0","1","1.0","1","Gi:hli agiganǎ:díɂa..","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-33.mp3"
"1412","0","0","1","1.0","1","Sigigi.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-43.mp3"
"1413","0","0","2","1.0","2","Goɂi.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-171.mp3"
"1414","0","0","1","1.0","1","Ǐ:náda.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-12.mp3"
"1415","0","0","1","1.0","1","Jalagi.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-116.mp3"
"1417","0","0","1","1.0","1","Sihgwa.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-84.mp3"
"1420","0","0","1","1.0","1","A:li.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-04.mp3"
"1424","0","0","2","1.0","2","Dihnawo dà:tě:sga.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-177.mp3"
"1425","0","0","1","1.0","1","Si:nv̋:da.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-42.mp3"
"1426","0","0","2","1.0","2","Sě:lu.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-141.mp3"
"1427","0","0","1","1.0","1","O:síyo.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-51.mp3"
"1428","0","0","1","1.0","1","O:sǐ:yu iyunalsdà:hnéhdi.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-102.mp3"
"1430","0","0","1","1.0","1","Gáɂni.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-58.mp3"
"1433","0","0","2","1.0","2","Nǔ:na.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-129.mp3"
"1438","0","0","2","1.0","2","Do:ya.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-112.mp3"
"1444","0","0","2","1.0","2","Di:da:sdù:di̋.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-31.mp3"
"1445","0","0","1","1.0","1","Ganv:gwalő:sdi e:sgv́hsi.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-169.mp3"
"1446","0","0","1","1.0","1","Sǔ:dáli.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-02.mp3"
"1448","0","0","1","1.0","1","Jalí:si.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-72.mp3"
"1450","0","0","1","1.0","1","À:giyó:siha.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-54.mp3"
"1451","0","0","1","1.0","1","Te:lǐ:do.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-175.mp3"
"1453","0","0","1","1.0","1","Tawǒ:di nigaweɂa.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-180.mp3"
"1454","0","0","1","1.0","1","I:ya.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-75.mp3"
"1455","0","0","1","1.0","1","À:giyó:si.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-53.mp3"
"1457","0","0","1","1.0","1","Ji:sgwada.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-86.mp3"
"1459","0","0","1","1.0","1","Salǒ:li dù:du:lí na gi:hli.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-21.mp3"
"1460","0","0","2","1.0","2","U:sdi̋.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-34.mp3"
"1463","0","0","1","1.0","1","Jǒ:lani tisduɂi.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-122.mp3"
"1465","0","0","1","1.0","1","U:sdi̋ á:ɂi.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-37.mp3"
"1467","0","0","1","1.0","1","Ga̋:du.","/1605222137/see-say-write-cno-spk_2/see-say-write-cno-spk_2-23.mp3"
